Num   y   M   d   h   min   s   ms      T_raw   T_C   Hum_raw   Hum_% 


1606   2022   12   20   10   12   8   362      6197   22.27   1467   48.33


1607   2022   12   20   10   12   8   763      6196   22.26   1467   48.33


1608   2022   12   20   10   12   9   163      6195   22.25   1467   48.33


1609   2022   12   20   10   12   9   564      6195   22.25   1467   48.33


1610   2022   12   20   10   12   9   966      6195   22.25   1467   48.33


1611   2022   12   20   10   12   10   368      6196   22.26   1467   48.33


1612   2022   12   20   10   12   10   769      6196   22.26   1468   48.36


1613   2022   12   20   10   12   11   170      6196   22.26   1467   48.33


1614   2022   12   20   10   12   11   571      6194   22.24   1468   48.36


1615   2022   12   20   10   12   11   972      6195   22.25   1468   48.36


1616   2022   12   20   10   12   12   373      6194   22.24   1468   48.36


1617   2022   12   20   10   12   12   775      6194   22.24   1469   48.39


1618   2022   12   20   10   12   13   176      6194   22.24   1468   48.36


1619   2022   12   20   10   12   13   176      6195   22.25   1468   48.36


1620   2022   12   20   10   12   13   577      6194   22.24   1468   48.36


1621   2022   12   20   10   12   13   978      6195   22.25   1469   48.39


1622   2022   12   20   10   12   14   379      6196   22.26   1469   48.39


1623   2022   12   20   10   12   14   780      6195   22.25   1469   48.39


1624   2022   12   20   10   12   15   181      6194   22.24   1469   48.39


1625   2022   12   20   10   12   15   582      6195   22.25   1469   48.39


1626   2022   12   20   10   12   15   983      6194   22.24   1470   48.43


1627   2022   12   20   10   12   16   384      6194   22.24   1470   48.43


1628   2022   12   20   10   12   16   785      6195   22.25   1469   48.39


1629   2022   12   20   10   12   17   186      6196   22.26   1469   48.39


1630   2022   12   20   10   12   17   587      6195   22.25   1469   48.39


1631   2022   12   20   10   12   17   989      6196   22.26   1469   48.39


1632   2022   12   20   10   12   18   390      6195   22.25   1469   48.39


1633   2022   12   20   10   12   18   790      6195   22.25   1469   48.39


1634   2022   12   20   10   12   18   790      6195   22.25   1469   48.39


1635   2022   12   20   10   12   19   191      6194   22.24   1470   48.43


1636   2022   12   20   10   12   19   592      6195   22.25   1469   48.39


1637   2022   12   20   10   12   19   993      6195   22.25   1468   48.36


1638   2022   12   20   10   12   20   394      6195   22.25   1468   48.36


1639   2022   12   20   10   12   20   795      6194   22.24   1468   48.36


1640   2022   12   20   10   12   21   196      6194   22.24   1468   48.36


1641   2022   12   20   10   12   21   597      6194   22.24   1468   48.36


1642   2022   12   20   10   12   21   999      6194   22.24   1468   48.36


1643   2022   12   20   10   12   22   399      6195   22.25   1468   48.36


1644   2022   12   20   10   12   22   800      6194   22.24   1468   48.36


1645   2022   12   20   10   12   23   201      6194   22.24   1469   48.39


1646   2022   12   20   10   12   23   602      6194   22.24   1469   48.39


1647   2022   12   20   10   12   24   3      6196   22.26   1468   48.36


1648   2022   12   20   10   12   24   404      6195   22.25   1468   48.36


1649   2022   12   20   10   12   24   404      6194   22.24   1469   48.39


1650   2022   12   20   10   12   24   805      6194   22.24   1469   48.39


1651   2022   12   20   10   12   25   206      6195   22.25   1469   48.39


1652   2022   12   20   10   12   25   607      6195   22.25   1469   48.39


1653   2022   12   20   10   12   26   8      6195   22.25   1469   48.39


1654   2022   12   20   10   12   26   409      6194   22.24   1470   48.43


1655   2022   12   20   10   12   26   810      6194   22.24   1470   48.43


1656   2022   12   20   10   12   27   211      6194   22.24   1470   48.43


1657   2022   12   20   10   12   27   612      6195   22.25   1470   48.43


1658   2022   12   20   10   12   28   13      6194   22.24   1471   48.46


1659   2022   12   20   10   12   28   414      6194   22.24   1471   48.46


1660   2022   12   20   10   12   28   815      6194   22.24   1471   48.46


1661   2022   12   20   10   12   29   216      6194   22.24   1472   48.49


1662   2022   12   20   10   12   29   617      6194   22.24   1472   48.49


1663   2022   12   20   10   12   30   18      6194   22.24   1472   48.49


1664   2022   12   20   10   12   30   18      6194   22.24   1472   48.49


1665   2022   12   20   10   12   30   420      6194   22.24   1473   48.52


1666   2022   12   20   10   12   30   820      6194   22.24   1472   48.49


1667   2022   12   20   10   12   31   221      6194   22.24   1473   48.52


1668   2022   12   20   10   12   31   622      6195   22.25   1473   48.52


1669   2022   12   20   10   12   32   23      6195   22.25   1473   48.52


1670   2022   12   20   10   12   32   424      6194   22.24   1473   48.52


1671   2022   12   20   10   12   32   825      6194   22.24   1473   48.52


1672   2022   12   20   10   12   33   226      6194   22.24   1473   48.52


1673   2022   12   20   10   12   33   627      6194   22.24   1473   48.52


1674   2022   12   20   10   12   34   28      6194   22.24   1473   48.52


1675   2022   12   20   10   12   34   429      6195   22.25   1474   48.55


1676   2022   12   20   10   12   34   830      6195   22.25   1474   48.55


1677   2022   12   20   10   12   35   231      6194   22.24   1474   48.55


1678   2022   12   20   10   12   35   633      6194   22.24   1474   48.55


1679   2022   12   20   10   12   35   633      6195   22.25   1474   48.55


1680   2022   12   20   10   12   36   34      6196   22.26   1473   48.52


1681   2022   12   20   10   12   36   435      6195   22.25   1474   48.55


1682   2022   12   20   10   12   36   836      6195   22.25   1473   48.52


1683   2022   12   20   10   12   37   237      6195   22.25   1473   48.52


1684   2022   12   20   10   12   37   638      6195   22.25   1473   48.52


1685   2022   12   20   10   12   38   40      6195   22.25   1473   48.52


1686   2022   12   20   10   12   38   441      6195   22.25   1473   48.52


1687   2022   12   20   10   12   38   842      6195   22.25   1473   48.52


1688   2022   12   20   10   12   39   243      6194   22.24   1472   48.49


1689   2022   12   20   10   12   39   644      6193   22.23   1473   48.52


1690   2022   12   20   10   12   40   45      6193   22.23   1472   48.49


1691   2022   12   20   10   12   40   446      6194   22.24   1473   48.52


1692   2022   12   20   10   12   40   847      6194   22.24   1473   48.52


1693   2022   12   20   10   12   41   248      6194   22.24   1473   48.52


1694   2022   12   20   10   12   41   650      6194   22.24   1472   48.49


1695   2022   12   20   10   12   41   650      6195   22.25   1472   48.49


1696   2022   12   20   10   12   42   51      6194   22.24   1473   48.52


1697   2022   12   20   10   12   42   451      6194   22.24   1472   48.49


1698   2022   12   20   10   12   42   852      6195   22.25   1472   48.49


1699   2022   12   20   10   12   43   253      6196   22.26   1472   48.49


1700   2022   12   20   10   12   43   654      6193   22.23   1472   48.49


1701   2022   12   20   10   12   44   55      6194   22.24   1472   48.49


1702   2022   12   20   10   12   44   456      6194   22.24   1472   48.49


1703   2022   12   20   10   12   44   856      6194   22.24   1472   48.49


1704   2022   12   20   10   12   45   257      6193   22.23   1472   48.49


1705   2022   12   20   10   12   45   658      6194   22.24   1472   48.49


1706   2022   12   20   10   12   46   60      6194   22.24   1472   48.49


1707   2022   12   20   10   12   46   461      6194   22.24   1472   48.49


1708   2022   12   20   10   12   46   863      6194   22.24   1472   48.49


1709   2022   12   20   10   12   47   264      6194   22.24   1472   48.49


1710   2022   12   20   10   12   47   264      6194   22.24   1472   48.49


1711   2022   12   20   10   12   47   665      6194   22.24   1472   48.49


1712   2022   12   20   10   12   48   66      6193   22.23   1472   48.49


1713   2022   12   20   10   12   48   467      6194   22.24   1472   48.49


1714   2022   12   20   10   12   48   868      6195   22.25   1471   48.46


1715   2022   12   20   10   12   49   269      6195   22.25   1471   48.46


1716   2022   12   20   10   12   49   671      6195   22.25   1471   48.46


1717   2022   12   20   10   12   50   72      6195   22.25   1472   48.49


1718   2022   12   20   10   12   50   473      6195   22.25   1470   48.43


1719   2022   12   20   10   12   50   874      6195   22.25   1471   48.46


1720   2022   12   20   10   12   51   275      6196   22.26   1471   48.46


1721   2022   12   20   10   12   51   676      6195   22.25   1470   48.43


1722   2022   12   20   10   12   52   77      6196   22.26   1470   48.43


1723   2022   12   20   10   12   52   479      6194   22.24   1470   48.43


1724   2022   12   20   10   12   52   880      6194   22.24   1470   48.43


1725   2022   12   20   10   12   52   880      6196   22.26   1470   48.43


1726   2022   12   20   10   12   53   281      6195   22.25   1470   48.43


1727   2022   12   20   10   12   53   683      6196   22.26   1470   48.43


1728   2022   12   20   10   12   54   84      6196   22.26   1470   48.43


1729   2022   12   20   10   12   54   485      6196   22.26   1470   48.43


1730   2022   12   20   10   12   54   887      6197   22.27   1470   48.43


1731   2022   12   20   10   12   55   288      6196   22.26   1470   48.43


1732   2022   12   20   10   12   55   689      6196   22.26   1470   48.43


1733   2022   12   20   10   12   56   90      6196   22.26   1470   48.43


1734   2022   12   20   10   12   56   491      6197   22.27   1470   48.43


1735   2022   12   20   10   12   56   892      6196   22.26   1470   48.43


1736   2022   12   20   10   12   57   293      6197   22.27   1469   48.39


1737   2022   12   20   10   12   57   694      6197   22.27   1470   48.43


1738   2022   12   20   10   12   58   96      6196   22.26   1469   48.39


1739   2022   12   20   10   12   58   497      6197   22.27   1469   48.39


1740   2022   12   20   10   12   58   497      6198   22.28   1469   48.4


1741   2022   12   20   10   12   58   899      6198   22.28   1469   48.4


1742   2022   12   20   10   12   59   300      6198   22.28   1468   48.36


1743   2022   12   20   10   12   59   701      6198   22.28   1468   48.36


1744   2022   12   20   10   13   0   102      6198   22.28   1468   48.36


1745   2022   12   20   10   13   0   503      6198   22.28   1468   48.36


1746   2022   12   20   10   13   0   903      6198   22.28   1468   48.36


1747   2022   12   20   10   13   1   304      6198   22.28   1468   48.36


1748   2022   12   20   10   13   1   705      6198   22.28   1468   48.36


1749   2022   12   20   10   13   2   106      6196   22.26   1468   48.36


1750   2022   12   20   10   13   2   506      6197   22.27   1468   48.36


1751   2022   12   20   10   13   2   907      6197   22.27   1468   48.36


1752   2022   12   20   10   13   3   308      6197   22.27   1468   48.36


1753   2022   12   20   10   13   3   709      6196   22.26   1468   48.36


1754   2022   12   20   10   13   4   109      6197   22.27   1469   48.39


1755   2022   12   20   10   13   4   110      6196   22.26   1468   48.36


1756   2022   12   20   10   13   4   510      6196   22.26   1468   48.36


1757   2022   12   20   10   13   4   911      6197   22.27   1468   48.36


1758   2022   12   20   10   13   5   312      6197   22.27   1469   48.39


1759   2022   12   20   10   13   5   713      6197   22.27   1469   48.39


1760   2022   12   20   10   13   6   114      6196   22.26   1469   48.39


1761   2022   12   20   10   13   6   515      6196   22.26   1469   48.39


1762   2022   12   20   10   13   6   916      6195   22.25   1470   48.43


1763   2022   12   20   10   13   7   318      6195   22.25   1470   48.43


1764   2022   12   20   10   13   7   719      6195   22.25   1470   48.43


1765   2022   12   20   10   13   8   119      6196   22.26   1470   48.43


1766   2022   12   20   10   13   8   520      6194   22.24   1471   48.46


1767   2022   12   20   10   13   8   921      6194   22.24   1471   48.46


1768   2022   12   20   10   13   9   323      6195   22.25   1471   48.46


1769   2022   12   20   10   13   9   724      6195   22.25   1472   48.49


1770   2022   12   20   10   13   9   724      6194   22.24   1472   48.49


1771   2022   12   20   10   13   10   125      6193   22.23   1472   48.49


1772   2022   12   20   10   13   10   526      6194   22.24   1472   48.49


1773   2022   12   20   10   13   10   927      6193   22.23   1472   48.49


1774   2022   12   20   10   13   11   327      6194   22.24   1472   48.49


1775   2022   12   20   10   13   11   729      6194   22.24   1473   48.52


1776   2022   12   20   10   13   12   130      6194   22.24   1473   48.52


1777   2022   12   20   10   13   12   531      6194   22.24   1473   48.52


1778   2022   12   20   10   13   12   932      6194   22.24   1473   48.52


1779   2022   12   20   10   13   13   333      6192   22.22   1473   48.52


1780   2022   12   20   10   13   13   734      6193   22.23   1474   48.55


1781   2022   12   20   10   13   14   135      6192   22.22   1474   48.55


1782   2022   12   20   10   13   14   536      6192   22.22   1474   48.55


1783   2022   12   20   10   13   14   937      6192   22.22   1474   48.55


1784   2022   12   20   10   13   15   338      6193   22.23   1474   48.55


1785   2022   12   20   10   13   15   338      6194   22.24   1474   48.55


1786   2022   12   20   10   13   15   739      6193   22.23   1474   48.55


1787   2022   12   20   10   13   16   140      6192   22.22   1474   48.55


1788   2022   12   20   10   13   16   541      6192   22.22   1474   48.55


1789   2022   12   20   10   13   16   942      6193   22.23   1474   48.55


1790   2022   12   20   10   13   17   343      6192   22.22   1474   48.55


1791   2022   12   20   10   13   17   743      6191   22.21   1474   48.55


1792   2022   12   20   10   13   18   145      6192   22.22   1474   48.55


1793   2022   12   20   10   13   18   546      6192   22.22   1474   48.55


1794   2022   12   20   10   13   18   947      6192   22.22   1474   48.55


1795   2022   12   20   10   13   19   348      6192   22.22   1474   48.55


1796   2022   12   20   10   13   19   749      6191   22.21   1473   48.52


1797   2022   12   20   10   13   20   150      6190   22.2   1473   48.52


1798   2022   12   20   10   13   20   551      6191   22.21   1474   48.55


1799   2022   12   20   10   13   20   952      6190   22.2   1473   48.52


1800   2022   12   20   10   13   20   952      6190   22.2   1474   48.55


1801   2022   12   20   10   13   21   353      6189   22.19   1473   48.52


1802   2022   12   20   10   13   21   754      6190   22.2   1473   48.52


1803   2022   12   20   10   13   22   155      6189   22.19   1473   48.52


1804   2022   12   20   10   13   22   556      6190   22.2   1473   48.52


1805   2022   12   20   10   13   22   957      6188   22.18   1473   48.52


1806   2022   12   20   10   13   23   359      6188   22.18   1473   48.52


1807   2022   12   20   10   13   23   760      6188   22.18   1474   48.55


1808   2022   12   20   10   13   24   161      6189   22.19   1474   48.55


1809   2022   12   20   10   13   24   562      6188   22.18   1473   48.52


1810   2022   12   20   10   13   24   964      6188   22.18   1474   48.55


1811   2022   12   20   10   13   25   365      6187   22.17   1473   48.52


1812   2022   12   20   10   13   25   766      6188   22.18   1474   48.55


1813   2022   12   20   10   13   26   167      6189   22.19   1474   48.55


1814   2022   12   20   10   13   26   569      6188   22.18   1474   48.55


1815   2022   12   20   10   13   26   569      6188   22.18   1474   48.55


1816   2022   12   20   10   13   26   970      6189   22.19   1474   48.55


1817   2022   12   20   10   13   27   371      6188   22.18   1474   48.55


1818   2022   12   20   10   13   27   772      6189   22.19   1474   48.55


1819   2022   12   20   10   13   28   174      6189   22.19   1474   48.55


1820   2022   12   20   10   13   28   575      6188   22.18   1474   48.55


1821   2022   12   20   10   13   28   976      6188   22.18   1474   48.55


1822   2022   12   20   10   13   29   377      6188   22.18   1475   48.59


1823   2022   12   20   10   13   29   779      6188   22.18   1475   48.59


1824   2022   12   20   10   13   30   179      6188   22.18   1476   48.62


1825   2022   12   20   10   13   30   581      6188   22.18   1474   48.55


1826   2022   12   20   10   13   30   982      6188   22.18   1475   48.59


1827   2022   12   20   10   13   31   383      6189   22.19   1475   48.59


1828   2022   12   20   10   13   31   784      6188   22.18   1475   48.59


1829   2022   12   20   10   13   32   185      6189   22.19   1475   48.59


1830   2022   12   20   10   13   32   586      6189   22.19   1474   48.55


1831   2022   12   20   10   13   32   586      6188   22.18   1475   48.59


1832   2022   12   20   10   13   32   987      6188   22.18   1475   48.59


1833   2022   12   20   10   13   33   388      6188   22.18   1474   48.55


1834   2022   12   20   10   13   33   789      6188   22.18   1474   48.55


1835   2022   12   20   10   13   34   190      6187   22.17   1474   48.55


1836   2022   12   20   10   13   34   591      6186   22.16   1474   48.55


1837   2022   12   20   10   13   34   992      6186   22.16   1474   48.55


1838   2022   12   20   10   13   35   393      6187   22.17   1474   48.55


1839   2022   12   20   10   13   35   794      6188   22.18   1474   48.55


1840   2022   12   20   10   13   36   195      6188   22.18   1473   48.52


1841   2022   12   20   10   13   36   596      6188   22.18   1474   48.55


1842   2022   12   20   10   13   36   997      6189   22.19   1473   48.52


1843   2022   12   20   10   13   37   398      6189   22.19   1473   48.52


1844   2022   12   20   10   13   37   799      6190   22.2   1472   48.49


1845   2022   12   20   10   13   38   200      6190   22.2   1473   48.52


1846   2022   12   20   10   13   38   201      6190   22.2   1472   48.49


1847   2022   12   20   10   13   38   602      6191   22.21   1472   48.49


1848   2022   12   20   10   13   39   3      6191   22.21   1473   48.52


1849   2022   12   20   10   13   39   404      6192   22.22   1473   48.52


1850   2022   12   20   10   13   39   806      6192   22.22   1472   48.49


1851   2022   12   20   10   13   40   207      6192   22.22   1473   48.52


1852   2022   12   20   10   13   40   608      6192   22.22   1472   48.49


1853   2022   12   20   10   13   41   9      6193   22.23   1472   48.49


1854   2022   12   20   10   13   41   410      6192   22.22   1472   48.49


1855   2022   12   20   10   13   41   811      6192   22.22   1472   48.49


1856   2022   12   20   10   13   42   213      6193   22.23   1472   48.49


1857   2022   12   20   10   13   42   614      6193   22.23   1472   48.49


1858   2022   12   20   10   13   43   15      6193   22.23   1472   48.49


1859   2022   12   20   10   13   43   416      6193   22.23   1472   48.49


1860   2022   12   20   10   13   43   817      6192   22.22   1471   48.46


1861   2022   12   20   10   13   43   817      6193   22.23   1471   48.46


1862   2022   12   20   10   13   44   218      6194   22.24   1471   48.46


1863   2022   12   20   10   13   44   620      6194   22.24   1472   48.49


1864   2022   12   20   10   13   45   21      6194   22.24   1471   48.46


1865   2022   12   20   10   13   45   422      6194   22.24   1471   48.46


1866   2022   12   20   10   13   45   823      6194   22.24   1471   48.46


1867   2022   12   20   10   13   46   225      6195   22.25   1471   48.46


1868   2022   12   20   10   13   46   626      6196   22.26   1470   48.43


1869   2022   12   20   10   13   47   26      6195   22.25   1471   48.46


1870   2022   12   20   10   13   47   427      6196   22.26   1470   48.43


1871   2022   12   20   10   13   47   829      6196   22.26   1470   48.43


1872   2022   12   20   10   13   48   230      6197   22.27   1470   48.43


1873   2022   12   20   10   13   48   631      6196   22.26   1470   48.43


1874   2022   12   20   10   13   49   32      6197   22.27   1470   48.43


1875   2022   12   20   10   13   49   433      6196   22.26   1470   48.43


1876   2022   12   20   10   13   49   434      6197   22.27   1469   48.39


1877   2022   12   20   10   13   49   835      6198   22.28   1470   48.43


1878   2022   12   20   10   13   50   236      6197   22.27   1469   48.39


1879   2022   12   20   10   13   50   638      6197   22.27   1469   48.39


1880   2022   12   20   10   13   51   39      6197   22.27   1469   48.39


1881   2022   12   20   10   13   51   440      6198   22.28   1469   48.4


1882   2022   12   20   10   13   51   841      6197   22.27   1469   48.39


1883   2022   12   20   10   13   52   242      6197   22.27   1470   48.43


1884   2022   12   20   10   13   52   643      6196   22.26   1469   48.39


1885   2022   12   20   10   13   53   44      6196   22.26   1469   48.39


1886   2022   12   20   10   13   53   445      6196   22.26   1469   48.39


1887   2022   12   20   10   13   53   846      6196   22.26   1470   48.43


1888   2022   12   20   10   13   54   247      6196   22.26   1470   48.43


1889   2022   12   20   10   13   54   649      6196   22.26   1469   48.39


1890   2022   12   20   10   13   55   50      6196   22.26   1470   48.43


1891   2022   12   20   10   13   55   50      6195   22.25   1470   48.43


1892   2022   12   20   10   13   55   451      6196   22.26   1469   48.39


1893   2022   12   20   10   13   55   852      6195   22.25   1469   48.39


1894   2022   12   20   10   13   56   253      6195   22.25   1469   48.39


1895   2022   12   20   10   13   56   655      6194   22.24   1470   48.43


1896   2022   12   20   10   13   57   56      6194   22.24   1470   48.43


1897   2022   12   20   10   13   57   457      6194   22.24   1469   48.39


1898   2022   12   20   10   13   57   857      6194   22.24   1470   48.43


1899   2022   12   20   10   13   58   258      6194   22.24   1470   48.43


1900   2022   12   20   10   13   58   659      6195   22.25   1470   48.43


1901   2022   12   20   10   13   59   60      6195   22.25   1470   48.43


1902   2022   12   20   10   13   59   461      6194   22.24   1470   48.43


1903   2022   12   20   10   13   59   862      6193   22.23   1470   48.43


1904   2022   12   20   10   14   0   262      6194   22.24   1470   48.43


1905   2022   12   20   10   14   0   663      6194   22.24   1470   48.43


1906   2022   12   20   10   14   0   663      6192   22.22   1471   48.46


1907   2022   12   20   10   14   1   64      6192   22.22   1470   48.43


1908   2022   12   20   10   14   1   465      6194   22.24   1471   48.46


1909   2022   12   20   10   14   1   866      6192   22.22   1471   48.46


1910   2022   12   20   10   14   2   267      6193   22.23   1471   48.46


1911   2022   12   20   10   14   2   668      6192   22.22   1471   48.46


1912   2022   12   20   10   14   3   69      6192   22.22   1472   48.49


1913   2022   12   20   10   14   3   470      6192   22.22   1472   48.49


1914   2022   12   20   10   14   3   870      6192   22.22   1472   48.49


1915   2022   12   20   10   14   4   271      6192   22.22   1472   48.49


1916   2022   12   20   10   14   4   673      6192   22.22   1472   48.49


1917   2022   12   20   10   14   5   74      6192   22.22   1472   48.49


1918   2022   12   20   10   14   5   476      6193   22.23   1473   48.52


1919   2022   12   20   10   14   5   877      6194   22.24   1473   48.52


1920   2022   12   20   10   14   6   278      6193   22.23   1472   48.49


1921   2022   12   20   10   14   6   279      6193   22.23   1472   48.49


1922   2022   12   20   10   14   6   680      6194   22.24   1473   48.52


1923   2022   12   20   10   14   7   81      6192   22.22   1473   48.52


1924   2022   12   20   10   14   7   482      6192   22.22   1473   48.52


1925   2022   12   20   10   14   7   883      6193   22.23   1472   48.49


1926   2022   12   20   10   14   8   284      6193   22.23   1473   48.52


1927   2022   12   20   10   14   8   686      6192   22.22   1472   48.49


1928   2022   12   20   10   14   9   87      6193   22.23   1473   48.52


1929   2022   12   20   10   14   9   488      6192   22.22   1472   48.49


1930   2022   12   20   10   14   9   889      6193   22.23   1472   48.49


1931   2022   12   20   10   14   10   291      6192   22.22   1472   48.49


1932   2022   12   20   10   14   10   692      6192   22.22   1472   48.49


1933   2022   12   20   10   14   11   93      6192   22.22   1472   48.49


1934   2022   12   20   10   14   11   494      6192   22.22   1473   48.52


1935   2022   12   20   10   14   11   895      6192   22.22   1473   48.52


1936   2022   12   20   10   14   11   895      6192   22.22   1473   48.52


1937   2022   12   20   10   14   12   296      6192   22.22   1473   48.52


1938   2022   12   20   10   14   12   697      6191   22.21   1473   48.52


1939   2022   12   20   10   14   13   99      6192   22.22   1474   48.55


1940   2022   12   20   10   14   13   500      6191   22.21   1474   48.55


1941   2022   12   20   10   14   13   901      6192   22.22   1474   48.55


1942   2022   12   20   10   14   14   302      6191   22.21   1474   48.55


1943   2022   12   20   10   14   14   703      6192   22.22   1475   48.59


1944   2022   12   20   10   14   15   104      6191   22.21   1474   48.55


1945   2022   12   20   10   14   15   505      6192   22.22   1474   48.55


1946   2022   12   20   10   14   15   906      6192   22.22   1476   48.62


1947   2022   12   20   10   14   16   308      6190   22.2   1475   48.59


1948   2022   12   20   10   14   16   709      6190   22.2   1475   48.59


1949   2022   12   20   10   14   17   110      6190   22.2   1475   48.59


1950   2022   12   20   10   14   17   511      6189   22.19   1475   48.59


1951   2022   12   20   10   14   17   511      6190   22.2   1474   48.55


1952   2022   12   20   10   14   17   912      6190   22.2   1475   48.59


1953   2022   12   20   10   14   18   313      6190   22.2   1476   48.62


1954   2022   12   20   10   14   18   714      6190   22.2   1476   48.62


1955   2022   12   20   10   14   19   115      6190   22.2   1476   48.62


1956   2022   12   20   10   14   19   516      6189   22.19   1476   48.62


1957   2022   12   20   10   14   19   917      6190   22.2   1476   48.62


1958   2022   12   20   10   14   20   318      6188   22.18   1476   48.62


1959   2022   12   20   10   14   20   720      6189   22.19   1476   48.62


1960   2022   12   20   10   14   21   121      6188   22.18   1476   48.62


1961   2022   12   20   10   14   21   522      6188   22.18   1476   48.62


1962   2022   12   20   10   14   21   923      6190   22.2   1476   48.62


1963   2022   12   20   10   14   22   325      6189   22.19   1476   48.62


1964   2022   12   20   10   14   22   726      6190   22.2   1476   48.62


1965   2022   12   20   10   14   23   127      6189   22.19   1476   48.62


1966   2022   12   20   10   14   23   127      6189   22.19   1476   48.62


1967   2022   12   20   10   14   23   528      6189   22.19   1476   48.62


1968   2022   12   20   10   14   23   929      6189   22.19   1477   48.65


1969   2022   12   20   10   14   24   330      6189   22.19   1476   48.62


1970   2022   12   20   10   14   24   731      6188   22.18   1477   48.65


1971   2022   12   20   10   14   25   133      6189   22.19   1477   48.65


1972   2022   12   20   10   14   25   534      6189   22.19   1476   48.62


1973   2022   12   20   10   14   25   935      6188   22.18   1476   48.62


1974   2022   12   20   10   14   26   336      6188   22.18   1477   48.65


1975   2022   12   20   10   14   26   737      6188   22.18   1476   48.62


1976   2022   12   20   10   14   27   138      6189   22.19   1476   48.62


1977   2022   12   20   10   14   27   540      6189   22.19   1476   48.62


1978   2022   12   20   10   14   27   941      6188   22.18   1476   48.62


1979   2022   12   20   10   14   28   342      6189   22.19   1477   48.65


1980   2022   12   20   10   14   28   743      6188   22.18   1477   48.65


1981   2022   12   20   10   14   28   743      6188   22.18   1477   48.65


1982   2022   12   20   10   14   29   145      6189   22.19   1477   48.65


1983   2022   12   20   10   14   29   546      6189   22.19   1476   48.62


1984   2022   12   20   10   14   29   947      6189   22.19   1476   48.62


1985   2022   12   20   10   14   30   348      6189   22.19   1476   48.62


1986   2022   12   20   10   14   30   749      6190   22.2   1477   48.65


1987   2022   12   20   10   14   31   151      6188   22.18   1476   48.62


1988   2022   12   20   10   14   31   551      6188   22.18   1476   48.62


1989   2022   12   20   10   14   31   953      6189   22.19   1476   48.62


1990   2022   12   20   10   14   32   353      6189   22.19   1476   48.62


1991   2022   12   20   10   14   32   754      6189   22.19   1476   48.62


1992   2022   12   20   10   14   33   155      6188   22.18   1476   48.62


1993   2022   12   20   10   14   33   556      6189   22.19   1476   48.62


1994   2022   12   20   10   14   33   957      6189   22.19   1476   48.62


1995   2022   12   20   10   14   34   358      6190   22.2   1476   48.62


1996   2022   12   20   10   14   34   759      6190   22.2   1476   48.62


1997   2022   12   20   10   14   34   759      6190   22.2   1476   48.62


1998   2022   12   20   10   14   35   160      6190   22.2   1476   48.62


1999   2022   12   20   10   14   35   561      6190   22.2   1476   48.62


2000   2022   12   20   10   14   35   962      6189   22.19   1476   48.62


2001   2022   12   20   10   14   36   363      6191   22.21   1476   48.62


2002   2022   12   20   10   14   36   764      6190   22.2   1476   48.62


2003   2022   12   20   10   14   37   165      6190   22.2   1475   48.59


2004   2022   12   20   10   14   37   566      6191   22.21   1476   48.62


2005   2022   12   20   10   14   37   967      6192   22.22   1475   48.59


2006   2022   12   20   10   14   38   368      6192   22.22   1475   48.59


2007   2022   12   20   10   14   38   769      6192   22.22   1474   48.55


2008   2022   12   20   10   14   39   171      6192   22.22   1474   48.55


2009   2022   12   20   10   14   39   572      6192   22.22   1474   48.55


2010   2022   12   20   10   14   39   973      6191   22.21   1474   48.55


2011   2022   12   20   10   14   40   374      6192   22.22   1474   48.55


2012   2022   12   20   10   14   40   374      6193   22.23   1474   48.55


2013   2022   12   20   10   14   40   775      6190   22.2   1474   48.55


2014   2022   12   20   10   14   41   176      6190   22.2   1473   48.52


2015   2022   12   20   10   14   41   577      6191   22.21   1473   48.52


